"Week","cmort","temp","humid","partic","cmort02","temp02","humid02","partic02","cmort05","temp05","humid05","partic05","cmort10","temp10","humid10","partic10","cmort25","temp25","humid25","partic25","cmort67","temp67","humid67","partic67"
354,84.4,67.83,48.89,68.84,86.41359,73.89664,49.00389,66.04651,85.48274,73.99699,52.93985,61.34216,83.41871,74.78071,57.08764,51.62986,82.99037,75.18086,60.08012,42.98719,84.30842,74.45494,60.78011,44.29822
355,90.32,76.99,32.71,72.52,87.62414,73.34017,45.78746,68.78287,86.29972,73.42986,51.99873,62.94874,83.71366,74.3914,56.8172,52.02339,82.87816,75.25046,60.14729,42.95469,84.29076,74.46267,60.78209,44.31773
356,82.74,73.07,38.49,76.28,88.83469,72.7837,42.57103,71.51923,87.11669,72.86273,51.05761,64.55532,84.00862,74.00208,56.54677,52.41692,82.76595,75.32005,60.21446,42.92219,84.27311,74.47039,60.78407,44.33724
357,91.5,74.46,41.24,70.51,89.21722,72.04667,44.85124,70.29839,87.19306,72.48789,50.86635,64.29864,84.26368,73.66571,56.41239,52.37952,82.68292,75.36904,60.26828,42.97412,84.25487,74.47937,60.78486,44.3581
358,96.23,70.52,33.29,82.92,89.59975,71.30963,47.13145,69.07755,87.26944,72.11305,50.67509,64.04195,84.51874,73.32935,56.27801,52.34211,82.5999,75.41802,60.3221,43.02605,84.23664,74.48836,60.78565,44.37896
359,92.9,61.91,74.95,59.98,89.98228,70.5726,49.41166,67.8567,87.34581,71.73822,50.48383,63.78527,84.7738,72.99298,56.14363,52.30471,82.51687,75.467,60.37592,43.07798,84.2184,74.49734,60.78644,44.39982
360,92.3,57.1,68.84,49.06,90.36482,69.83556,51.69187,66.63586,87.42218,71.36338,50.29257,63.52858,85.02885,72.65661,56.00925,52.26731,82.43385,75.51598,60.42973,43.12992,84.20017,74.50633,60.78724,44.42067
361,91.76,71.27,47.15,73.6,90.74735,69.09853,53.97208,65.41502,87.49855,70.98854,50.10131,63.2719,85.28391,72.32024,55.87487,52.2299,82.35082,75.56496,60.48355,43.18185,84.18194,74.51531,60.78803,44.44153
362,92.34,71.62,52.57,66.53,89.30411,69.48062,53.09036,63.54043,87.38377,70.68411,50.8617,61.29312,85.33791,72.15817,55.97344,51.7124,82.31574,75.57691,60.52524,43.29895,84.16322,74.52521,60.78808,44.46335
363,78.91,67.98,63.86,58.9,87.86087,69.86271,52.20864,61.66585,87.26899,70.37967,51.62209,59.31435,85.39191,71.99611,56.07202,51.19489,82.28066,75.58885,60.56692,43.41606,84.1445,74.53512,60.78814,44.48517
364,88.06,71.32,50.28,73.23,86.41763,70.2448,51.32692,59.79126,87.15421,70.07524,52.38248,57.33557,85.4459,71.83404,56.1706,50.67738,82.24558,75.60079,60.60861,43.53316,84.12577,74.54502,60.7882,44.50699
365,81.91,79.33,39.99,63.09,84.97439,70.62689,50.4452,57.91667,87.03944,69.7708,53.14287,55.3568,85.4999,71.67197,56.26918,50.15988,82.2105,75.61274,60.65029,43.65026,84.10705,74.55492,60.78825,44.52881
366,79.68,77.07,57.1,59.88,83.53115,71.00898,49.56348,56.04209,86.92466,69.46637,53.90326,53.37802,85.55389,71.5099,56.36776,49.64237,82.17542,75.62468,60.69198,43.76737,84.08833,74.56482,60.78831,44.55063
367,83.2,64.14,53.37,38.2,84.38988,70.23729,51.28721,52.70851,86.68904,69.46916,54.66927,51.07294,85.36295,71.62855,56.69557,48.76728,82.18902,75.59542,60.72697,43.90583,84.06924,74.57538,60.78793,44.5731
368,84.05,70.01,30.98,50.47,85.24862,69.46561,53.01094,49.37493,86.45343,69.47195,55.43528,48.76787,85.17201,71.7472,57.02339,47.89218,82.20263,75.56616,60.76196,44.04429,84.05014,74.58595,60.78755,44.59558
369,85.8,67.66,41.44,42.62,86.10735,68.69392,54.73468,46.04135,86.21782,69.47474,56.2013,46.46279,84.98106,71.86585,57.35121,47.01709,82.21623,75.5369,60.79695,44.18276,84.03104,74.59651,60.78717,44.61805
370,84.39,64.96,60.04,43.78,86.96609,67.92224,56.45841,42.70777,85.9822,69.47754,56.96731,44.15772,84.79012,71.9845,57.67902,46.14199,82.22984,75.50764,60.83194,44.32122,84.01195,74.60707,60.7868,44.64053
371,91.74,64.32,65.73,32.37,87.82483,67.15055,58.18214,39.37419,85.74659,69.48033,57.73332,41.85264,84.59918,72.10314,58.00684,45.26689,82.24345,75.47838,60.86693,44.45968,83.99285,74.61763,60.78642,44.663
372,90.65,64.39,59.59,38.38,87.28355,67.75355,59.37783,37.65218,85.45729,69.78992,58.76242,40.23007,84.24474,72.45733,58.40194,44.35915,82.29017,75.4162,60.8987,44.57176,83.97349,74.62867,60.78582,44.6859
373,89.67,72.46,62.28,38.56,86.74226,68.35655,60.57353,35.93017,85.16799,70.09951,59.79151,38.6075,83.8903,72.81151,58.79704,43.45141,82.3369,75.35401,60.93047,44.68384,83.95412,74.63971,60.78523,44.70881
374,86.24,69.26,75.36,29.4,86.20098,68.95954,61.76923,34.20816,84.87869,70.4091,60.82061,36.98493,83.53586,73.16569,59.19214,42.54366,82.38363,75.29183,60.96224,44.79592,83.93476,74.65074,60.78463,44.73171
375,91.46,79.96,40.68,42.67,85.6597,69.56254,62.96492,32.48615,84.58939,70.71869,61.8497,35.36236,83.18142,73.51987,59.58724,41.63592,82.43036,75.22965,60.99401,44.90801,83.91539,74.66178,60.78404,44.75462
376,83.3,72.32,66.27,26.34,85.11842,70.16554,64.16062,30.76414,84.30009,71.02828,62.8788,33.73979,82.82699,73.87405,59.98235,40.72817,82.47709,75.16746,61.02577,45.02009,83.89603,74.67282,60.78344,44.77752
377,83.05,65.33,60.65,25.97,84.16368,70.97771,64.71983,30.70266,83.60008,71.99252,63.12071,33.51859,82.43963,74.27914,60.32913,40.19738,82.53199,75.09339,61.05675,45.07313,83.87648,74.68421,60.78278,44.80071
378,74.14,63.72,73.45,25.43,83.20894,71.78989,65.27905,30.64118,82.90007,72.95676,63.36263,33.2974,82.05227,74.68423,60.67592,39.66658,82.58689,75.01933,61.08772,45.12618,83.85693,74.69561,60.78212,44.8239
379,90.12,72.99,59.07,31.87,82.2542,72.60207,65.83826,30.5797,82.20007,73.921,63.60454,33.0762,81.66491,75.08932,61.0227,39.13578,82.6418,74.94526,61.11869,45.17922,83.83738,74.707,60.78145,44.8471
380,83.84,70.59,71.24,24.29,81.29946,73.41425,66.39747,30.51823,81.50006,74.88524,63.84646,32.85501,81.27755,75.49441,61.36949,38.60498,82.6967,74.87119,61.14967,45.23227,83.81784,74.71839,60.78079,44.87029
381,79.94,82.12,68.53,39.16,80.34472,74.22643,66.95668,30.45675,80.80005,75.84947,64.08837,32.63381,80.89019,75.89951,61.71628,38.07419,82.7516,74.79713,61.18064,45.28531,83.79829,74.72978,60.78013,44.89348
382,74.65,71.94,73.74,25.12,79.72981,75.9375,65.77507,31.63607,80.19821,76.79778,63.97473,33.18967,80.60597,76.22881,61.95543,38.12694,82.79075,74.73796,61.21701,45.26999,83.77863,74.74145,60.77949,44.91689
383,77.89,77.99,57.97,29.09,79.11491,77.64858,64.59346,32.8154,79.59637,77.74609,63.86108,33.74552,80.32176,76.55812,62.19458,38.1797,82.82989,74.67879,61.25339,45.25467,83.75896,74.75311,60.77886,44.94029
384,78.06,79.02,67.17,44.28,78.5,79.35966,63.41185,33.99473,78.99453,78.69439,63.74744,34.30138,80.03755,76.88742,62.43373,38.23245,82.86903,74.61963,61.28976,45.23935,83.7393,74.76477,60.77822,44.96369
385,74.96,83.07,59.19,30.82,77.8851,81.07073,62.23024,35.17406,78.39269,79.6427,63.63379,34.85723,79.75333,77.21673,62.67288,38.28521,82.90817,74.56046,61.32614,45.22403,83.71964,74.77643,60.77759,44.9871
386,77.9,81.49,61.76,35.48,77.27019,82.78181,61.04863,36.35339,77.79085,80.59101,63.52015,35.41309,79.46912,77.54604,62.91203,38.33796,82.94731,74.5013,61.36251,45.20871,83.69998,74.7881,60.77696,45.0105
387,73.65,82.91,61,32,77.10284,83.16975,61.47414,36.93388,77.41469,80.97591,63.43873,36.13545,79.34312,77.74864,62.93953,38.94423,82.95693,74.47913,61.40788,45.1353,83.68026,74.79996,60.77641,45.03409
388,79.32,87.11,61.44,42.21,76.93548,83.55769,61.89964,37.51437,77.03852,81.36081,63.3573,36.8578,79.21713,77.95123,62.96702,39.55049,82.96656,74.45696,61.45324,45.06189,83.66055,74.81183,60.77586,45.05768
389,82.91,92.02,48.71,50.72,76.76813,83.94563,62.32514,38.09486,76.66236,81.74571,63.27588,37.58016,79.09113,78.15383,62.99451,40.15675,82.97618,74.43479,61.49861,44.98848,83.64083,74.8237,60.77531,45.08126
390,79.48,85.54,65.74,35.68,76.60077,84.33357,62.75064,38.67535,76.28619,82.13061,63.19446,38.30251,78.96514,78.35643,63.022,40.76302,82.9858,74.41263,61.54398,44.91507,83.62111,74.83556,60.77477,45.10485
391,73.21,84.15,57.76,42.33,76.43342,84.72151,63.17615,39.25584,75.91003,82.5155,63.11304,39.02487,78.83914,78.55903,63.04949,41.36928,82.99543,74.39046,61.58934,44.84166,83.6014,74.84743,60.77422,45.12844
392,76.46,82.93,72.21,38.64,75.86862,83.90881,63.45177,39.52266,75.9818,82.20662,63.1742,40.24131,78.98034,78.47918,63.06407,42.14849,82.97384,74.41453,61.64441,44.73612,83.58169,74.85944,60.7738,45.1522
393,73.76,81.01,68.56,31.34,75.30382,83.0961,63.72739,39.78948,76.05357,81.89773,63.23536,41.45776,79.12154,78.39933,63.07864,42.92769,82.95224,74.4386,61.69949,44.63058,83.56198,74.87145,60.77338,45.17596
394,68.11,82.98,66.39,35.67,74.73902,82.28339,64.00301,40.0563,76.12535,81.58884,63.29651,42.6742,79.26273,78.31948,63.09322,43.7069,82.93065,74.46268,61.75456,44.52504,83.54228,74.88345,60.77296,45.19972
395,76.53,86.47,57.5,46.25,74.17422,81.47068,64.27863,40.32312,76.19712,81.27995,63.35767,43.89065,79.40393,78.23963,63.10779,44.4861,82.90906,74.48675,61.80963,44.4195,83.52257,74.89546,60.77253,45.22349
396,68.46,73.07,70.07,28.99,73.60942,80.65797,64.55426,40.58993,76.2689,80.97106,63.41883,45.10709,79.54513,78.15978,63.12237,45.26531,82.88747,74.51082,61.8647,44.31396,83.50286,74.90747,60.77211,45.24725
397,72.84,78.81,62.12,40.95,74.6523,80.18061,63.95792,43.70225,76.8294,80.30701,63.00118,46.6252,79.95338,77.79466,63.2304,45.81074,82.84121,74.57182,61.92821,44.21453,83.48323,74.91955,60.77184,45.27119
398,79.92,78.61,69.58,43.52,75.69519,79.70326,63.36158,46.81457,77.38991,79.64295,62.58352,48.14332,80.36164,77.42954,63.33843,46.35617,82.79496,74.63282,61.99171,44.11509,83.46359,74.93163,60.77157,45.29513
399,73.26,83.8,53.13,55.96,76.73807,79.2259,62.76524,49.92688,77.95042,78.9789,62.16587,49.66143,80.7699,77.06442,63.44647,46.9016,82.7487,74.69382,62.05522,44.01565,83.44395,74.94371,60.7713,45.31907
400,79.55,80.63,67.63,62.68,77.78095,78.74855,62.1689,53.0392,78.51093,78.31485,61.74822,51.17955,81.17815,76.6993,63.5545,47.44703,82.70244,74.75482,62.11872,43.91622,83.42431,74.95579,60.77102,45.34302
401,77.02,75.79,72.78,55.11,78.82384,78.27119,61.57256,56.15151,79.07144,77.65079,61.33057,52.69766,81.58641,76.33418,63.66253,47.99245,82.65618,74.81582,62.18223,43.81678,83.40467,74.96788,60.77075,45.36696
402,78.39,76.87,62.71,58.2,79.93622,77.54496,59.91667,57.55811,80.20993,76.69914,61.66182,53.39262,82.03873,75.83122,63.80716,48.1502,82.60367,74.88955,62.24555,43.76545,83.38517,74.97997,60.77063,45.39109
403,81.86,75.78,53.86,46.54,81.0486,76.81874,58.26078,58.9647,81.34841,75.74749,61.99307,54.08757,82.49104,75.32825,63.95178,48.30794,82.55115,74.96328,62.30888,43.71412,83.36566,74.99207,60.77052,45.41522
404,88.2,78.31,39.18,70.18,82.16099,76.09251,56.60489,60.37129,82.4869,74.79584,62.32433,54.78253,82.94335,74.82529,64.09641,48.46568,82.49863,75.037,62.37221,43.66279,83.34615,75.00416,60.7704,45.43934
405,75.69,70.57,57.97,63.47,83.27337,75.36629,54.949,61.77788,83.62539,73.84419,62.65558,55.47749,83.39567,74.32232,64.24104,48.62342,82.44612,75.11073,62.43554,43.61146,83.32665,75.01626,60.77029,45.46347
406,88.85,83.35,36.8,54.2,84.38576,74.64006,53.29311,63.18447,84.76388,72.89254,62.98683,56.17244,83.84798,73.81935,64.38566,48.78116,82.3936,75.18446,62.49886,43.56013,83.30714,75.02835,60.77017,45.4876
407,82.52,79.17,45.99,79.33,85.81265,72.8198,57.00566,61.32496,85.84187,72.04698,63.53397,55.73193,84.16731,73.40224,64.42912,48.62062,82.35823,75.24186,62.55001,43.58294,83.28782,75.0404,60.77021,45.51191
408,87.44,69.94,72.53,84.63,87.23954,70.99953,60.71821,59.46545,86.91986,71.20142,64.0811,55.29142,84.48664,72.98513,64.47259,48.46008,82.32286,75.29926,62.60117,43.60574,83.2685,75.05246,60.77026,45.53622
409,82.91,66.75,61.68,61.3,88.66644,69.17926,64.43076,57.60594,87.99786,70.35587,64.62823,54.85091,84.80597,72.56802,64.51605,48.29955,82.28749,75.35666,62.65232,43.62855,83.24918,75.06451,60.7703,45.56053
410,92.84,66.62,65.19,45.23,90.09333,67.359,68.14331,55.74643,89.07585,69.51031,65.17536,54.41039,85.1253,72.15091,64.55951,48.13901,82.25212,75.41405,62.70347,43.65136,83.22985,75.07657,60.77034,45.58484
411,91.85,62.94,85.57,49.39,91.52022,65.53873,71.85586,53.88692,90.15384,68.66475,65.7225,53.96988,85.44462,71.73379,64.60297,47.97847,82.21675,75.47145,62.75462,43.67417,83.21053,75.08862,60.77038,45.60915
412,89.82,64.65,77.63,55.44,92.49903,65.67915,71.12474,52.94993,90.46651,68.27924,66.37369,52.55335,85.58079,71.574,64.53135,47.56345,82.21609,75.48856,62.78679,43.76633,83.19144,75.1006,60.77059,45.63361
413,96.84,63.45,77.22,52.89,93.47784,65.81957,70.39362,52.01295,90.77918,67.89373,67.02489,51.13682,85.71695,71.4142,64.45972,47.14843,82.21544,75.50567,62.81896,43.8585,83.17235,75.11257,60.77079,45.65807
414,99.56,63.91,69.38,49.81,94.45665,65.95999,69.6625,51.07596,91.09185,67.50822,67.67609,49.72028,85.85312,71.25441,64.3881,46.7334,82.21479,75.52278,62.85114,43.95067,83.15326,75.12454,60.771,45.68254
415,105.1,69.26,48.73,70.13,95.43546,66.1004,68.93138,50.13898,91.40452,67.12271,68.32729,48.30375,85.98929,71.09461,64.31647,46.31838,82.21413,75.53988,62.88331,44.04283,83.13417,75.13651,60.7712,45.707
416,95.7,68.55,69.86,51.2,96.41427,66.24082,68.20026,49.20199,91.71719,66.7372,68.97849,46.88722,86.12545,70.93482,64.24485,45.90335,82.21348,75.55699,62.91548,44.135,83.11508,75.14849,60.77141,45.73146
417,93.46,59.6,76.34,33.42,95.002,66.63296,68.38857,46.96083,91.245,67.00042,68.60358,45.40129,86.04083,71.06003,64.15022,45.30532,82.25189,75.52344,62.92875,44.26532,83.09624,75.16036,60.77177,45.75604
418,99.27,68.71,43.98,51.38,93.58974,67.02509,68.57687,44.71966,90.77282,67.26363,68.22867,43.91535,85.95622,71.18524,64.0556,44.70729,82.2903,75.4899,62.94202,44.39564,83.0774,75.17223,60.77212,45.78063
419,90.39,68.35,68.6,44.75,92.17748,67.41722,68.76518,42.4785,90.30063,67.52685,67.85376,42.42941,85.8716,71.31045,63.96098,44.10925,82.32871,75.45635,62.95529,44.52595,83.05857,75.18409,60.77248,45.80521
420,85.85,63.91,86.95,29.73,90.76522,67.80936,68.95349,40.23733,89.82844,67.79007,67.47886,40.94348,85.78698,71.43565,63.86635,43.51122,82.36712,75.4228,62.96856,44.65627,83.03973,75.19596,60.77284,45.82979
421,86.69,64.59,71.66,40.61,89.35295,68.20149,69.1418,37.99617,89.35625,68.05328,67.10395,39.45754,85.70237,71.56086,63.77173,42.91318,82.40554,75.38925,62.98183,44.78659,83.02089,75.20783,60.77319,45.85438
422,92.94,78.16,45.29,38.54,88.16582,68.39711,68.35658,36.75136,88.27161,68.81783,66.31759,38.55957,85.40951,71.95722,63.65525,42.44951,82.47426,75.31246,62.97706,44.91326,83.00231,75.2196,60.77368,45.87905
423,86.63,71.89,70.56,33.52,86.97868,68.59272,67.57137,35.50655,87.18697,69.58238,65.53124,37.66159,85.11665,72.35358,63.53877,41.98584,82.54299,75.23568,62.97229,45.03994,82.98374,75.23136,60.77417,45.90372
424,89.78,68.35,67.38,27.99,85.79155,68.78834,66.78616,34.26175,86.10233,70.34692,64.74488,36.76361,84.82379,72.74994,63.42229,41.52217,82.61172,75.15889,62.96752,45.16661,82.96516,75.24312,60.77466,45.9284
425,83.22,65.57,64.31,33.03,84.60441,68.98396,66.00094,33.01694,85.01769,71.11147,63.95852,35.86563,84.53094,73.1463,63.3058,41.0585,82.68044,75.08211,62.96276,45.29329,82.94658,75.25489,60.77515,45.95307
426,86.04,65.92,74.01,28.45,83.41728,69.17957,65.21573,31.77213,83.93305,71.87601,63.17217,34.96765,84.23808,73.54266,63.18932,40.59483,82.74917,75.00532,62.95799,45.41997,82.92801,75.26665,60.77564,45.97774
427,81.53,71.91,53.49,34.62,82.47368,70.90605,63.45815,32.43557,83.12068,72.88416,62.40177,35.09985,83.81185,74.09367,63.03124,40.42821,82.8331,74.90662,62.93735,45.50708,82.90968,75.27831,60.77624,46.00249
428,77.46,68.16,73.48,28.5,81.53007,72.63253,61.70057,33.099,82.30831,73.89231,61.63137,35.23204,83.38562,74.64468,62.87316,40.26159,82.91703,74.80792,62.91671,45.59419,82.89136,75.28998,60.77683,46.02724
429,76.63,73.9,56.5,36.68,80.58647,74.35901,59.94299,33.76244,81.49593,74.90045,60.86098,35.36423,82.9594,75.19569,62.71507,40.09496,83.00097,74.70923,62.89607,45.68131,82.87304,75.30164,60.77743,46.05199
430,82.09,83.73,50.38,38.51,79.64287,76.08549,58.18542,34.42588,80.68356,75.9086,60.09058,35.49643,82.53317,75.74669,62.55699,39.92834,83.0849,74.61053,62.87543,45.76842,82.85472,75.31331,60.77803,46.07674
431,81.22,79.38,48.52,36.46,78.69926,77.81197,56.42784,35.08932,79.87118,76.91674,59.32018,35.62862,82.10694,76.2977,62.3989,39.76172,83.16883,74.51183,62.8548,45.85553,82.8364,75.32498,60.77862,46.10149
432,70.96,78.17,53.79,31.67,78.40381,78.81431,56.67069,35.93224,79.44136,77.87566,59.23879,36.56025,81.74915,76.76909,62.33448,39.97553,83.24784,74.42158,62.82103,45.88965,82.81832,75.33656,60.7793,46.12632
433,80.17,77.3,63.91,29.37,78.10835,79.81665,56.91355,36.77516,79.01153,78.83457,59.1574,37.49188,81.39136,77.24048,62.27006,40.18935,83.32685,74.33132,62.78727,45.92377,82.80025,75.34814,60.77997,46.15115
434,78.48,83.43,65.67,45.1,77.8129,80.81899,57.1564,37.61808,78.5817,79.79348,59.076,38.42351,81.03357,77.71188,62.20564,40.40316,83.40586,74.24107,62.75351,45.9579,82.78218,75.35972,60.78065,46.17599
435,76.8,83.93,47.45,37.34,77.51744,81.82134,57.39925,38.461,78.15187,80.75239,58.99461,39.35514,80.67578,78.18327,62.14122,40.61697,83.48487,74.15081,62.71975,45.99202,82.7641,75.37131,60.78132,46.20082
436,77.63,87.74,48.85,40.83,77.22199,82.82368,57.64211,39.30392,77.72205,81.71131,58.91322,40.28677,80.31798,78.65466,62.0768,40.83079,83.56388,74.06056,62.68599,46.02614,82.74603,75.38289,60.782,46.22565
437,74.31,77.66,62.53,26.23,77.15419,83.22268,58.7346,40.8807,77.71338,82.00042,59.51444,40.96041,80.18958,78.80058,62.12856,41.39774,83.61561,74.0074,62.64091,46.01799,82.7282,75.39441,60.78273,46.25059
438,76.3,80.67,64.39,41.39,77.08639,83.62169,59.82709,42.45748,77.70471,82.28952,60.11566,41.63404,80.06118,78.9465,62.18032,41.96469,83.66735,73.95423,62.59584,46.00984,82.71038,75.40592,60.78346,46.27554
439,85.97,91.38,50.69,54.79,77.01859,84.02069,60.91958,44.03425,77.69604,82.57863,60.71688,42.30768,79.93278,79.09242,62.23208,42.53165,83.71908,73.90107,62.55077,46.0017,82.69255,75.41743,60.78419,46.30048
440,73.07,83.42,65.48,48.53,76.95079,84.4197,62.01207,45.61103,77.68737,82.86774,61.31811,42.98132,79.80438,79.23834,62.28385,43.0986,83.77082,73.84791,62.50569,45.99355,82.67473,75.42895,60.78492,46.32542
441,76.29,86.22,61.17,49.52,76.88299,84.8187,63.10457,47.18781,77.67871,83.15685,61.91933,43.65495,79.67598,79.38426,62.33561,43.66556,83.82255,73.79475,62.46062,45.9854,82.6569,75.44046,60.78565,46.35036
442,75.21,86.73,67.62,48.24,77.20615,84.13455,63.52767,46.40154,77.8776,82.95466,62.47094,44.25063,79.82706,79.15525,62.44258,44.33401,83.82951,73.80446,62.40024,45.9654,82.63933,75.45191,60.78642,46.37544
443,79.18,83.13,69.79,38.98,77.52931,83.4504,63.95077,45.61527,78.0765,82.75248,63.02256,44.84631,79.97815,78.92625,62.54954,45.00247,83.83646,73.81417,62.33987,45.9454,82.62175,75.46335,60.78719,46.40053
444,78.25,82.4,60.31,48.3,77.85247,82.76625,64.37388,44.82899,78.2754,82.55029,63.57417,45.442,80.12923,78.69724,62.65651,45.67092,83.84341,73.82388,62.27949,45.9254,82.60418,75.4748,60.78796,46.42561
445,77.24,81.07,60.97,50.38,78.17563,82.08209,64.79698,44.04272,78.4743,82.34811,64.12578,46.03768,80.28032,78.46823,62.76347,46.33938,83.85036,73.83359,62.21911,45.90539,82.58661,75.48625,60.78873,46.45069
446,81.55,86.72,64.89,46.98,78.49879,81.39794,65.22008,43.25645,78.6732,82.14593,64.6774,46.63336,80.4314,78.23923,62.87044,47.00783,83.85731,73.8433,62.15874,45.88539,82.56903,75.49769,60.78949,46.47577
447,75.46,79.65,65.77,37.37,78.65084,81.43358,65.42337,44.17398,79.04462,81.20659,64.88056,47.30588,80.80863,77.70987,62.9688,47.46481,83.81069,73.92921,62.07932,45.91553,82.55172,75.50906,60.79028,46.50103
448,76.86,73.96,71.78,33.96,78.80289,81.46921,65.62666,45.09151,79.41604,80.26725,65.08372,47.9784,81.18587,77.18051,63.06715,47.92178,83.76407,74.01511,61.9999,45.94566,82.53441,75.52043,60.79106,46.52629
449,88.43,97.15,17.65,42,78.95494,81.50485,65.82995,46.00904,79.78746,79.32791,65.28688,48.65092,81.5631,76.65116,63.16551,48.37875,83.71744,74.10102,61.92048,45.9758,82.5171,75.5318,60.79185,46.55154
450,92.93,91.51,57.99,83.31,79.10699,81.54049,66.03324,46.92657,80.15888,78.38858,65.49004,49.32343,81.94033,76.1218,63.26387,48.83573,83.67082,74.18692,61.84106,46.00593,82.49979,75.54317,60.79263,46.5768
451,77.65,80.58,74.72,56.31,79.25903,81.57613,66.23653,47.8441,80.5303,77.44924,65.69321,49.99595,82.31756,75.59245,63.36223,49.2927,83.6242,74.27283,61.76164,46.03607,82.48248,75.55454,60.79341,46.60205
452,78.74,86.14,63.22,80.37,80.00266,79.27371,66.20887,49.7751,81.28114,76.27673,65.52291,50.84359,82.71483,74.95708,63.37869,49.45361,83.57241,74.36014,61.68617,46.10039,82.46544,75.56582,60.79419,46.62751
453,73.63,77.45,63.99,44.22,80.74628,76.9713,66.18121,51.7061,82.03198,75.10421,65.35262,51.69124,83.1121,74.32172,63.39516,49.61452,83.52063,74.44745,61.6107,46.16472,82.44841,75.5771,60.79496,46.65297
454,82.11,74.57,72.09,56.81,81.4899,74.66889,66.15356,53.6371,82.78282,73.9317,65.18232,52.53888,83.50936,73.68636,63.41162,49.77542,83.46884,74.53476,61.53523,46.22904,82.43137,75.58837,60.79574,46.67843
455,80.81,77.18,57.55,65.55,82.23352,72.36648,66.1259,55.5681,83.53366,72.75919,65.01203,53.38652,83.90663,73.05099,63.42808,49.93633,83.41705,74.62207,61.45976,46.29337,82.41434,75.59965,60.79651,46.70389
456,84.34,65.59,75.08,54.19,82.97714,70.06407,66.09824,57.4991,84.28449,71.58668,64.84174,54.23416,84.3039,72.41563,63.44455,50.09724,83.36527,74.70938,61.38429,46.35769,82.3973,75.61093,60.79729,46.72935
457,83.48,67.1,61.18,59,84.99644,68.85361,65.20729,57.83317,85.0367,70.33855,64.44383,54.12624,84.60244,71.86843,63.33525,49.99537,83.31757,74.78677,61.31122,46.43916,82.38056,75.62209,60.79802,46.75503
458,76.4,62.08,72.12,34.21,87.01575,67.64316,64.31635,58.16724,85.7889,69.09042,64.04592,54.01832,84.90099,71.32122,63.22595,49.89349,83.26988,74.86416,61.23815,46.52063,82.36381,75.63325,60.79875,46.78071
459,92.77,67.25,58.63,70.47,89.03506,66.4327,63.4254,58.50131,86.5411,67.84229,63.64801,53.9104,85.19953,70.77402,63.11665,49.79162,83.22219,74.94155,61.16508,46.60209,82.34707,75.64441,60.79949,46.80639
460,88.09,61.28,23.14,45.77,91.05437,65.22225,62.53446,58.83538,87.2933,66.59416,63.2501,53.80248,85.49807,70.22682,63.00735,49.68975,83.17449,75.01894,61.09202,46.68356,82.33032,75.65557,60.80022,46.83208
461,96.2,68.06,59.64,58.69,93.07368,64.01179,61.64351,59.16945,88.0455,65.34603,62.85219,53.69456,85.79661,69.67962,62.89805,49.58788,83.1268,75.09633,61.01895,46.76503,82.31357,75.66673,60.80095,46.85776
462,100.28,61.26,65.75,68.59,92.60752,63.48657,61.30829,56.76401,88.49252,64.9475,62.53019,52.82226,85.99038,69.36444,62.69435,49.32558,83.08449,75.16406,60.9465,46.85511,82.29713,75.67776,60.80161,46.88367
463,107.58,62.92,59.25,69.01,92.14136,62.96135,60.97307,54.35858,88.93953,64.54898,62.20819,51.94995,86.18415,69.04927,62.49064,49.06328,83.04219,75.2318,60.87406,46.94518,82.28068,75.68879,60.80227,46.90958
464,93.73,64.12,53.17,41.98,91.67519,62.43612,60.63785,51.95315,89.38654,64.15045,61.88619,51.07765,86.37791,68.7341,62.28693,48.80098,82.99988,75.29953,60.80161,47.03526,82.26424,75.69982,60.80292,46.93549
465,87.33,62.73,69.4,57.91,91.20903,61.9109,60.30264,49.54771,89.83356,63.75193,61.56419,50.20534,86.57168,68.41893,62.08322,48.53869,82.95758,75.36726,60.72916,47.12534,82.24779,75.71085,60.80358,46.9614
466,88.11,60.33,67.82,40.87,90.74287,61.38568,59.96742,47.14228,90.28057,63.3534,61.24219,49.33304,86.76545,68.10375,61.87951,48.27639,82.91527,75.435,60.65672,47.21542,82.23134,75.72188,60.80423,46.98731
467,88.07,58.26,47.75,49.12,90.56189,62.00758,60.17796,46.27476,90.01268,63.67319,61.11194,48.21399,86.81964,68.16203,61.62939,47.87841,82.87755,75.49546,60.58383,47.30898,82.2152,75.73279,60.80477,47.01345
468,100.81,56.32,59.86,36.65,90.38092,62.62948,60.3885,45.40724,89.7448,63.99298,60.98169,47.09494,86.87384,68.2203,61.37926,47.48043,82.83982,75.55591,60.51094,47.40254,82.19905,75.74369,60.80532,47.03958
469,95.52,70.43,55.84,97.94,90.19994,63.25138,60.59905,44.53972,89.47691,64.31277,60.85143,45.97589,86.92803,68.27857,61.12914,47.08245,82.8021,75.61637,60.43805,47.49609,82.1829,75.7546,60.80586,47.06572
470,91.14,61.93,68.89,40.38,90.01896,63.87328,60.80959,43.6722,89.20902,64.63256,60.72118,44.85684,86.98223,68.33684,60.87901,46.68447,82.76438,75.67683,60.36516,47.58965,82.16675,75.7655,60.8064,47.09185
471,85.67,62.81,66.16,41.46,89.83799,64.49518,61.02013,42.80468,88.94114,64.95235,60.59093,43.73779,87.03642,68.39511,60.62888,46.2865,82.72665,75.73729,60.29227,47.68321,82.1506,75.77641,60.80694,47.11798
